prodcode,gemscriptcode,productname,drugsubstance,strength,formulation,route
45341,64683020,Ciprofloxacin 500mg Tablet (Neo Laboratories Ltd),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
47785,94655020,Ciprofloxacin 400mg/200ml infusion bags,Ciprofloxacin lactate,2mg/1ml,Infusion,Intravenous
47995,98160020,Avelox 400mg/250ml solution for infusion bottles (Bayer Plc),Moxifloxacin hydrochloride,1.6mg/1ml,Solution for infusion,Intravenous
48200,86314020,Grepafloxacin 400mg Tablet,Grepafloxacin,400mg,Tablet,Oral
49445,71120020,Ciprofloxacin 500mg tablets (Almus Pharmaceuticals Ltd),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
49839,6103020,Ciproxin 500mg tablets (Waymade Healthcare Plc),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
50055,38561020,Ciprofloxacin 500mg tablets (DE Pharmaceuticals),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
50601,6128020,Ciprofloxacin 250mg tablets (Accord Healthcare Ltd),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
51537,6117020,Ciprofloxacin 250mg tablets (Alliance Healthcare (Distribution) Ltd),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
52099,5989020,Ciprofloxacin 750mg tablets (Bristol Laboratories Ltd),Ciprofloxacin hydrochloride,750mg,Tablet,Oral
52177,6108020,Ciproxin 500mg tablets (Sigma Pharmaceuticals Plc),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
52309,6096020,Ciprofloxacin 100mg tablets (Sigma Pharmaceuticals Plc),Ciprofloxacin hydrochloride,100mg,Tablet,Oral
52353,6129020,Ciproxin 250mg tablets (DE Pharmaceuticals),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
52501,6116020,Ciprofloxacin 500mg tablets (Accord Healthcare Ltd),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
52616,6106020,Ciprofloxacin 500mg tablets (Arrow Generics Ltd),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
52807,6113020,Ciproxin 500mg tablets (Mawdsley-Brooks & Company Ltd),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
52945,28823020,Ciprofloxacin 200mg/100ml solution for infusion vials,Ciprofloxacin lactate,2mg/1ml,Solution for infusion,Intravenous
53088,67197020,Ciprofloxacin 500mg tablets (Dr Reddy's Laboratories (UK) Ltd),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
53519,6125020,Ciproxin 250mg tablets (Lexon (UK) Ltd),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
53641,6115020,Ciprofloxacin 500mg tablets (Strides Shasun (UK) Ltd),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
53673,38323020,Levofloxacin 500mg/100ml infusion bags,Levofloxacin hemihydrate,5mg/1ml,Infusion,Intravenous
53878,69073020,Ciprofloxacin 500mg tablets (Ranbaxy (UK) Ltd),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
54302,38564020,Ciprofloxacin 250mg tablets (Medreich Plc),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
54393,6120020,Ciprofloxacin 250mg tablets (Arrow Generics Ltd),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
54555,38560020,Ciprofloxacin 100mg tablets (DE Pharmaceuticals),Ciprofloxacin hydrochloride,100mg,Tablet,Oral
54663,21062020,Ciproxin Infusion 200mg/100ml solution for infusion bottles (Bayer Plc),Ciprofloxacin lactate,2mg/1ml,Solution for infusion,Intravenous
54674,6098020,Ciprofloxacin 100mg tablets (Phoenix Healthcare Distribution Ltd),Ciprofloxacin hydrochloride,100mg,Tablet,Oral
54701,6124020,Ciprofloxacin 250mg tablets (Bristol Laboratories Ltd),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
54993,28825020,Ciprofloxacin 400mg/200ml solution for infusion vials,Ciprofloxacin lactate,2mg/1ml,Solution for infusion,Intravenous
55708,78100020,Levofloxacin 250mg tablets (Actavis UK Ltd),Levofloxacin hemihydrate,250mg,Tablet,Oral
55917,38562020,Ciprofloxacin 500mg tablets (Medreich Plc),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
56012,6151020,Levofloxacin 250mg tablets (Dr Reddy's Laboratories (UK) Ltd),Levofloxacin hemihydrate,250mg,Tablet,Oral
56075,6161020,Levofloxacin 500mg/100ml solution for infusion vials,Levofloxacin hemihydrate,5mg/1ml,Solution for infusion,Intravenous
56381,6127020,Ciprofloxacin 250mg tablets (Strides Shasun (UK) Ltd),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
56439,28824020,Ciprofloxacin 200mg/100ml solution for infusion vials (A A H Pharmaceuticals Ltd),Ciprofloxacin lactate,2mg/1ml,Solution for infusion,Intravenous
56789,38984020,Ciprofloxacin 500mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
56856,67194020,Ciprofloxacin 750mg tablets (Ranbaxy (UK) Ltd),Ciprofloxacin hydrochloride,750mg,Tablet,Oral
57118,6118020,Ciprofloxacin 250mg tablets (Kent Pharmaceuticals Ltd),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
57703,21061020,Ciprofloxacin 200mg/100ml solution for infusion bottles,Ciprofloxacin lactate,2mg/1ml,Solution for infusion,Intravenous
57960,66116020,Ciprofloxacin 500mg tablets (Tillomed Laboratories Ltd),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
58021,6094020,Ciprofloxacin 100mg tablets (Dr Reddy's Laboratories (UK) Ltd),Ciprofloxacin hydrochloride,100mg,Tablet,Oral
58074,21069020,Ciprofloxacin 400mg/200ml solution for infusion bottles,Ciprofloxacin lactate,2mg/1ml,Solution for infusion,Intravenous
58235,38563020,Ciprofloxacin 250mg tablets (DE Pharmaceuticals),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
58246,75103020,Ciprofloxacin 400mg/200ml infusion bags (Pfizer Ltd),Ciprofloxacin lactate,2mg/1ml,Infusion,Intravenous
58323,6092020,Ciprofloxacin 100mg tablets (Alliance Healthcare (Distribution) Ltd),Ciprofloxacin hydrochloride,100mg,Tablet,Oral
58345,38986020,Levofloxacin 250mg tablets (Mylan),Levofloxacin hemihydrate,250mg,Tablet,Oral
58608,6097020,Ciprofloxacin 100mg tablets (Bristol Laboratories Ltd),Ciprofloxacin hydrochloride,100mg,Tablet,Oral
58940,6150020,Levofloxacin 250mg tablets (A A H Pharmaceuticals Ltd),Levofloxacin hemihydrate,250mg,Tablet,Oral
58955,28822020,Ciprofloxacin 100mg/50ml solution for infusion vials (A A H Pharmaceuticals Ltd),Ciprofloxacin lactate,2mg/1ml,Solution for infusion,Intravenous
59572,6109020,Ciprofloxacin 500mg tablets (Sigma Pharmaceuticals Plc),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
59653,21070020,Ciproxin Infusion 400mg/200ml solution for infusion bottles (Bayer Plc),Ciprofloxacin lactate,2mg/1ml,Solution for infusion,Intravenous
59937,20224021,Ciprofloxacin 750mg tablets (Accord Healthcare Ltd),Ciprofloxacin hydrochloride,750mg,Tablet,Oral
60436,71117020,Ciprofloxacin 250mg tablets (Almus Pharmaceuticals Ltd),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
60817,78102020,Levofloxacin 500mg tablets (Actavis UK Ltd),Levofloxacin hemihydrate,500mg,Tablet,Oral
61302,6099020,Ciprofloxacin 100mg tablets (Almus Pharmaceuticals Ltd),Ciprofloxacin hydrochloride,100mg,Tablet,Oral
61783,47468020,Ciprofloxacin 250mg tablets (Waymade Healthcare Plc),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
61850,6159020,Levofloxacin 500mg tablets (A A H Pharmaceuticals Ltd),Levofloxacin hemihydrate,500mg,Tablet,Oral
61869,21799021,Ciproxin 250mg/5ml oral suspension (Waymade Healthcare Plc),Ciprofloxacin,50mg/1ml,Oral suspension,Oral
63501,38559020,Ciprofloxacin 750mg tablets (Medreich Plc),Ciprofloxacin hydrochloride,750mg,Tablet,Oral
64301,6101020,Ciprofloxacin 500mg tablets (Kent Pharmaceuticals Ltd),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
64446,66113020,Ciprofloxacin 250mg tablets (Tillomed Laboratories Ltd),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
64814,74286020,Ciprofloxacin 400mg/200ml solution for infusion vials (Genus Pharmaceuticals Ltd),Ciprofloxacin lactate,2mg/1ml,Solution for infusion,Intravenous
64991,45185020,Levofloxacin 500mg tablets (Accord Healthcare Ltd),Levofloxacin hemihydrate,500mg,Tablet,Oral
65885,14540021,Levofloxacin 500mg tablets (Waymade Healthcare Plc),Levofloxacin hemihydrate,500mg,Tablet,Oral
65896,6119020,Ciproxin 250mg tablets (Waymade Healthcare Plc),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
66211,17771021,Levofloxacin 500mg/100ml solution for infusion bottles,Levofloxacin hemihydrate,5mg/1ml,Solution for infusion,Intravenous
66214,69069020,Ciprofloxacin 250mg tablets (Ranbaxy (UK) Ltd),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
66317,93073020,Tarivid 200mg/100ml solution for infusion bottles (Sanofi),Ofloxacin hydrochloride,2mg/1ml,Solution for infusion,Intravenous
66483,30371020,Ciprofloxacin 170mg/5ml oral suspension,Ciprofloxacin,34mg/1ml,Oral suspension,Oral
66727,30383020,Ciprofloxacin 500mg/5ml oral suspension,Ciprofloxacin,100mg/1ml,Oral suspension,Oral
66971,28826020,Ciprofloxacin 400mg/200ml solution for infusion vials (A A H Pharmaceuticals Ltd),Ciprofloxacin lactate,2mg/1ml,Solution for infusion,Intravenous
67572,45184020,Levofloxacin 250mg tablets (Accord Healthcare Ltd),Levofloxacin hemihydrate,250mg,Tablet,Oral
67656,6111020,Ciprofloxacin 500mg tablets (Bristol Laboratories Ltd),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
68274,6107020,Ciproxin 500mg tablets (DE Pharmaceuticals),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
68409,5990020,Ciprofloxacin 750mg tablets (Phoenix Healthcare Distribution Ltd),Ciprofloxacin hydrochloride,750mg,Tablet,Oral
69893,17535021,Ciprofloxacin 400mg/200ml solution for infusion bottles (Kent Pharmaceuticals Ltd),Ciprofloxacin lactate,2mg/1ml,Solution for infusion,Intravenous
70756,33187020,Ofloxacin 100mg/5ml oral solution,Ofloxacin,20mg/1ml,Oral solution,Oral
70998,30364020,Ciprofloxacin 100mg/5ml oral suspension (Special Order),Ciprofloxacin,20mg/1ml,Oral suspension,Oral
71011,38985020,Ciprofloxacin 250mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
71572,17534021,Ciprofloxacin 200mg/100ml solution for infusion bottles (Kent Pharmaceuticals Ltd),Ciprofloxacin lactate,2mg/1ml,Solution for infusion,Intravenous
71582,53998021,Ciproxin 250mg/5ml oral suspension (Lexon (UK) Ltd),Ciprofloxacin,50mg/1ml,Oral suspension,Oral
72099,20072021,Moxifloxacin 0.3mg/0.3ml solution for injection pre-filled syringes,Moxifloxacin hydrochloride,1mg/1ml,Solution for injection,Intracameral
72157,23744021,Levofloxacin 250mg tablets (DE Pharmaceuticals),Levofloxacin hemihydrate,250mg,Tablet,Oral
72884,6102020,Ciprofloxacin 500mg tablets (Alliance Healthcare (Distribution) Ltd),Ciprofloxacin hydrochloride,500mg,Tablet,Oral
73301,6126020,Ciprofloxacin 250mg tablets (Phoenix Healthcare Distribution Ltd),Ciprofloxacin hydrochloride,250mg,Tablet,Oral
73335,78226020,Levofloxacin 250mg tablets (Teva UK Ltd),Levofloxacin hemihydrate,250mg,Tablet,Oral
73388,69036021,Ciprofloxacin 400mg/200ml infusion bags (A A H Pharmaceuticals Ltd),Ciprofloxacin lactate,2mg/1ml,Infusion,Intravenous
73431,23745021,Levofloxacin 500mg tablets (DE Pharmaceuticals),Levofloxacin hemihydrate,500mg,Tablet,Oral
73464,38987020,Levofloxacin 500mg tablets (Mylan),Levofloxacin hemihydrate,500mg,Tablet,Oral
73859,67802021,Levofloxacin 100mg/ml nebuliser liquid ampoules,Levofloxacin hemihydrate,100mg/1ml,Nebuliser liquid,Inhalation
73933,77456021,Ciprofloxacin 400mg/200ml solution for infusion vials (Intrapharm Laboratories Ltd),Ciprofloxacin lactate,2mg/1ml,Solution for infusion,Intravenous
210,65084020,Nitrofurantoin 50mg capsules,Nitrofurantoin,50mg,Capsule,Oral
272,49610020,Furadantin 25mg/5ml oral suspension (Mercury Pharma Group Ltd),Nitrofurantoin,5mg/1ml,Oral suspension,Oral
466,65087020,Nitrofurantoin 100mg capsules,Nitrofurantoin,100mg,Capsule,Oral
778,65082020,Nitrofurantoin 50mg tablets,Nitrofurantoin,50mg,Tablet,Oral
1825,50272020,Macrodantin 50mg capsules (AMCo),Nitrofurantoin,50mg,Capsule,Oral
2023,49608020,Furadantin 50mg tablets (AMCo),Nitrofurantoin,50mg,Tablet,Oral
2036,50271020,Macrodantin 100mg capsules (AMCo),Nitrofurantoin,100mg,Capsule,Oral
2198,65088020,Nitrofurantoin 25mg/5ml Oral suspension,Nitrofurantoin,25mg/5ml,Oral Suspension,Oral
2541,49609020,Furadantin 100mg tablets (AMCo),Nitrofurantoin,100mg,Tablet,Oral
2887,65083020,Nitrofurantoin 100mg tablets,Nitrofurantoin,100mg,Tablet,Oral
4282,49817020,Hiprex 1g tablets (Meda Pharmaceuticals Ltd),Methenamine hippurate,1gram,Tablet,Oral
4290,64478020,Methenamine hippurate 1g tablets,Methenamine hippurate,1gram,Tablet,Oral
6370,65089020,Nitrofurantoin 100mg modified-release capsules,Nitrofurantoin,100mg,Modified-release capsule,Oral
7525,57292020,Macrobid 100mg modified-release capsules (AMCo),Nitrofurantoin,100mg,Modified-release capsule,Oral
12379,75292020,Monuril 3g Sachets (Pharmax Ltd),Fosfomycin trometamol,3gram,Granules,Oral
12893,65623020,Phenazopyridine 100mg tablet,Phenazopyridine Hydrochloride,100mg,Tablets,Oral
16284,65093020,Urantoin 100mg tablets (Dr Reddy's Laboratories (UK) Ltd),Nitrofurantoin,100mg,Tablet,Oral
21487,75296020,Fosfomycin 3g granules sachets,Fosfomycin trometamol,3gram,Granules,Oral
26113,75297020,Fosfomycin 2g Sachets,Fosfomycin,2g,Sachets,Oral
27986,75293020,Monuril 2g Paediatric sachet (Pharmax Ltd),Fosfomycin,2g,Paediatric Sachet,Oral
29795,64475020,Methenamine hippurate 300mg Tablet,Methenamine Hippurate,300mg,Tablet,Oral
30619,65629020,Pyridium 100mg Tablet (Pfizer Consumer Healthcare Ltd),Phenazopyridine Hydrochloride,100mg,Tablet,Oral
35673,66935020,Nitrofurantoin 25mg/5ml oral suspension sugar free (AMCo),Nitrofurantoin,5mg/1ml,Oral suspension,Oral
35850,67645020,Nitrofurantoin 100mg tablets (A A H Pharmaceuticals Ltd),Nitrofurantoin,100mg,Tablet,Oral
40164,56044020,Nitrofurantoin 50mg tablets (Actavis UK Ltd),Nitrofurantoin,50mg,Tablet,Oral
41397,56045020,Nitrofurantoin 100mg tablets (Actavis UK Ltd),Nitrofurantoin,100mg,Tablet,Oral
48353,6088020,Nitrofurantoin 25mg/5ml oral suspension sugar free,Nitrofurantoin,5mg/1ml,Oral suspension,Oral
51726,33240020,Nitrofurantoin 40mg/5ml oral suspension,Nitrofurantoin,8mg/1ml,Oral suspension,Oral
51959,6081020,Nitrofurantoin 50mg tablets (Alliance Healthcare (Distribution) Ltd),Nitrofurantoin,50mg,Tablet,Oral
53094,67640020,Nitrofurantoin 50mg tablets (A A H Pharmaceuticals Ltd),Nitrofurantoin,50mg,Tablet,Oral
53171,71811020,Nitrofurantoin 50mg tablets (Dr Reddy's Laboratories (UK) Ltd),Nitrofurantoin,50mg,Tablet,Oral
53638,68800020,Nitrofurantoin 100mg tablets (Teva UK Ltd),Nitrofurantoin,100mg,Tablet,Oral
53659,9967020,Nitrofurantoin 25mg/5ml oral suspension,Nitrofurantoin,5mg/1ml,Oral suspension,Oral
54325,6083020,Nitrofurantoin 50mg tablets (Phoenix Healthcare Distribution Ltd),Nitrofurantoin,50mg,Tablet,Oral
55112,45102020,Fosfomycin 500mg capsules,Fosfomycin calcium,500mg,Capsule,Oral
56621,33181020,Nitrofurantoin 25mg/5ml oral solution,Nitrofurantoin,5mg/1ml,Oral solution,Oral
57248,33260020,Nitrofurantoin 5mg/5ml oral suspension,Nitrofurantoin,1mg/1ml,Oral suspension,Oral
57669,40562020,Nitrofurantoin 50mg tablets (Genesis Pharmaceuticals Ltd),Nitrofurantoin,50mg,Tablet,Oral
57779,47464020,Nitrofurantoin 50mg tablets (Waymade Healthcare Plc),Nitrofurantoin,50mg,Tablet,Oral
58469,33258020,Nitrofurantoin 5mg/5ml oral solution,Nitrofurantoin,1mg/1ml,Oral solution,Oral
59497,33284020,Nitrofurantoin 7mg/5ml oral suspension,Nitrofurantoin,1.4mg/1ml,Oral suspension,Oral
60252,23099021,Nitrofurantoin 50mg capsules (AMCo),Nitrofurantoin,50mg,Capsule,Oral
60713,23100021,Nitrofurantoin 100mg capsules (AMCo),Nitrofurantoin,100mg,Capsule,Oral
60795,33234020,Nitrofurantoin 35mg/5ml oral solution,Nitrofurantoin,7mg/1ml,Oral solution,Oral
61642,23743021,Nitrofurantoin 100mg capsules (Alliance Healthcare (Distribution) Ltd),Nitrofurantoin,100mg,Capsule,Oral
61907,23742021,Nitrofurantoin 50mg capsules (Alliance Healthcare (Distribution) Ltd),Nitrofurantoin,50mg,Capsule,Oral
62647,58984020,Nitrofurantoin 50mg Tablet (Biorex Laboratories Ltd),Nitrofurantoin,50mg,Tablet,Oral
63588,25504021,Nitrofurantoin 50mg capsules (A A H Pharmaceuticals Ltd),Nitrofurantoin,50mg,Capsule,Oral
64389,33226020,Nitrofurantoin 30mg/5ml oral solution,Nitrofurantoin,6mg/1ml,Oral solution,Oral
64501,52494021,Monuril 3g granules sachets (Lexon (UK) Ltd),Fosfomycin trometamol,3gram,Granules,Oral
64690,33054020,Nitrofurantoin 100mg/5ml oral solution,Nitrofurantoin,20mg/1ml,Oral solution,Oral
65207,33177020,Nitrofurantoin 24mg/5ml oral suspension,Nitrofurantoin,4.8mg/1ml,Oral suspension,Oral
65251,53534021,Macrodantin 50mg capsules (Waymade Healthcare Plc),Nitrofurantoin,50mg,Capsule,Oral
65803,53997021,Macrobid 100mg modified-release capsules (Waymade Healthcare Plc),Nitrofurantoin,100mg,Modified-release capsule,Oral
66013,57359021,Nitrofurantoin 50mg tablets (Almus Pharmaceuticals Ltd),Nitrofurantoin,50mg,Tablet,Oral
67095,33296020,Nitrofurantoin 9mg/5ml oral suspension,Nitrofurantoin,1.8mg/1ml,Oral suspension,Oral
67759,71881020,Nitrofurantoin 50mg tablets (Mylan),Nitrofurantoin,50mg,Tablet,Oral
67762,71884020,Nitrofurantoin 100mg tablets (Mylan),Nitrofurantoin,100mg,Tablet,Oral
67981,69035021,Genfura 100mg tablets (Genesis Pharmaceuticals Ltd),Nitrofurantoin,100mg,Tablet,Oral
68216,70253021,Monuril 3g granules sachets (Zambon S.p.A.),Fosfomycin trometamol,3gram,Granules,Oral
68651,33228020,Nitrofurantoin 30mg/5ml oral suspension,Nitrofurantoin,6mg/1ml,Oral suspension,Oral
69434,69034021,Genfura 50mg tablets (Genesis Pharmaceuticals Ltd),Nitrofurantoin,50mg,Tablet,Oral
69479,6089020,Nitrofurantoin 25mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Nitrofurantoin,5mg/1ml,Oral suspension,Oral
70380,57362021,Nitrofurantoin 100mg tablets (Mawdsley-Brooks & Company Ltd),Nitrofurantoin,100mg,Tablet,Oral
70796,68797020,Nitrofurantoin 50mg tablets (Teva UK Ltd),Nitrofurantoin,50mg,Tablet,Oral
71169,69352021,Fosfomycin 3g granules sachets (AMCo),Fosfomycin trometamol,3gram,Granules,Oral
71315,6085020,Nitrofurantoin 100mg tablets (Alliance Healthcare (Distribution) Ltd),Nitrofurantoin,100mg,Tablet,Oral
71845,33056020,Nitrofurantoin 100mg/5ml oral suspension,Nitrofurantoin,20mg/1ml,Oral suspension,Oral
73557,33286020,Nitrofurantoin 8mg/5ml oral solution,Nitrofurantoin,1.6mg/1ml,Oral solution,Oral
73590,33256020,Nitrofurantoin 50mg/5ml oral suspension,Nitrofurantoin,10mg/1ml,Oral suspension,Oral
73593,33058020,Nitrofurantoin 10mg/5ml oral solution,Nitrofurantoin,2mg/1ml,Oral solution,Oral
74317,6087020,Nitrofurantoin 100mg tablets (Phoenix Healthcare Distribution Ltd),Nitrofurantoin,100mg,Tablet,Oral
74369,6086020,Nitrofurantoin 100mg tablets (Sigma Pharmaceuticals Plc),Nitrofurantoin,100mg,Tablet,Oral
951,61919020,Flucloxacillin with ampicillin 125mg+125mg Liquid,Ampicillin Trihydrate/Flucloxacillin Magnesium,125mg+125mg,Liquid,Oral
1450,67558020,Ampicillin 250mg / Flucloxacillin 250mg capsules,Ampicillin Trihydrate/Flucloxacillin Sodium,250mg+250mg,Capsules,Oral
9242,61918020,Flucloxacillin with ampicillin 250mg+250mg Capsule,Ampicillin Trihydrate/Flucloxacillin Sodium,250mg+250mg,Capsule,Oral
10369,67559020,Ampicillin 125mg / Flucloxacillin 125mg oral solution,Ampicillin Trihydrate/Flucloxacillin Magnesium,125mg+125mg,Syrup,Oral
10755,67554020,Ampiciilin 60mg / Cloxacillin 30mg/0.6ml sugar free oral suspension,Cloxacillin/Ampicillin Sodium,60mg + 30mg/0.6ml,Suspension Sugar-free,Oral
12083,48133020,Ampiclox neonatal 90mg/0.6ml Oral suspension (Beecham Research Laboratories),Cloxacillin/Ampicillin Sodium,90mg/0.6ml,Oral Suspension,Oral
13438,54565020,Magnapen 1g/vial Injection (C P Pharmaceuticals Ltd),Ampicillin Trihydrate/Flucloxacillin Sodium,1g/vial,Injection,
20869,61920020,Flucloxacillin with ampicillin 250mg+250mg Injection,Ampicillin Trihydrate/Flucloxacillin Sodium,250mg+250mg,Injection,
23485,59319020,Flu-amp 500mg Capsule (Generics (UK) Ltd),Flucloxacillin sodium/Ampicillin trihydrate,250mg + 250mg,Capsule,Oral
24847,67563020,Ampicillin 500mg / Flucloxacillin 500mg injection,Ampicillin Trihydrate/Flucloxacillin Sodium,500mg+500mg,Injection,
26510,67560020,Ampicillin 250mg / Flucloxacillin 250mg injection,Ampicillin Trihydrate/Flucloxacillin Sodium,250mg+250mg,Injection,
45237,73906020,Co-fluampicil 500mg with 500mg injection,Ampicillin Trihydrate/Flucloxacillin Sodium,500mg+500mg,Injection,
52340,68867020,Cloxacillin 30mg with Ampicillin 60mg/0.6ml suspension,Cloxacillin/Ampicillin Sodium,,,
54907,68865020,Cloxacillin 250mg with Ampicillin 250mg injection,Cloxacillin/Ampicillin Sodium,,,
17095,67947020,Clavulanic acid 100mg with Ticarcillin 1.5g infusion,Ticarcillin Sodium/Potassium Clavulanate,100mg + 1.5g,Infusion,
23758,58855020,Timentin 1.6g/vial Infusion (Beecham Research Laboratories),Ticarcillin Sodium/Potassium Clavulanate,1.6g/vial,Infusion,
12015,51516020,Selexid 100mg/sachet Liquid (Edwin Burgess Ltd),Pivmecillinam Hydrochloride,100mg/sachet,Liquid,Oral
26101,65891020,Pivmecillinam 100mg/sachet,Pivmecillinam Hydrochloride,100mg/sachet,Suspension,Oral
29183,74543020,Cefuroxime 750mg with metronidazole 500mg infusion,Cefuroxime Sodium/Metronidazole,750mg + 500mg,Infusion,Intravenous Infusion
37857,88300020,Cefuroxime 1.5g with 500mg infusion,Cefuroxime Sodium/Metronidazole,1.5g + 500mg,Infusion,Intravenous Infusion
68106,45080020,Ceftazidime 5% eye drops preservative free,Ceftazidime,50mg/1gram,Eye drops,Ocular
164,57784020,Minocin 50mg tablets (Wyeth Pharmaceuticals),Minocycline hydrochloride,50mg,Tablet,Oral
429,53942020,Minocycline 50mg capsules,Minocycline hydrochloride,50mg,Capsule,Oral
1039,53946020,Minocin MR 100mg capsules (Meda Pharmaceuticals Ltd),Minocycline hydrochloride,100mg,Modified-release capsule,Oral
1532,64764020,Minocycline 100mg tablets,Minocycline hydrochloride,100mg,Tablet,Oral
2578,53941020,Minocycline 100mg modified-release capsules,Minocycline hydrochloride,100mg,Modified-release capsule,Oral
2999,64763020,Minocycline 50mg tablets,Minocycline hydrochloride,50mg,Tablet,Oral
3413,57785020,Minocin 100mg tablets (Wyeth Pharmaceuticals),Minocycline hydrochloride,100mg,Tablet,Oral
9380,53943020,Minocycline 100mg capsules,Minocycline hydrochloride,100mg,Capsule,Oral
14984,89328020,Acnamino MR 100mg capsules (Dexcel-Pharma Ltd),Minocycline hydrochloride,100mg,Modified-release capsule,Oral
18109,86944020,Sebomin MR 100mg capsules (Actavis UK Ltd),Minocycline hydrochloride,100mg,Modified-release capsule,Oral
18684,75146020,Aknemin 50 capsules (Almirall Ltd),Minocycline hydrochloride,50mg,Capsule,Oral
18728,75147020,Aknemin 100mg capsules (Almirall Ltd),Minocycline hydrochloride,100mg,Capsule,Oral
21865,74877020,Blemix 50mg tablets (Ashbourne Pharmaceuticals Ltd),Minocycline hydrochloride,50mg,Tablet,Oral
21978,79633020,Blemix 100mg tablets (Ashbourne Pharmaceuticals Ltd),Minocycline hydrochloride,100mg,Tablet,Oral
34077,68208020,Minocycline 100mg modified-release capsules (A A H Pharmaceuticals Ltd),Minocycline hydrochloride,100mg,Modified-release capsule,Oral
34926,54134020,Minocycline 100mg tablets (A A H Pharmaceuticals Ltd),Minocycline hydrochloride,100mg,Tablet,Oral
37440,90035020,Sebren MR 100mg capsules (Teva UK Ltd),Minocycline hydrochloride,100mg,Modified-release capsule,Oral
40383,57049020,Minocycline 100mg tablets (Actavis UK Ltd),Minocycline hydrochloride,100mg,Tablet,Oral
46947,57048020,Minocycline 50mg tablets (Actavis UK Ltd),Minocycline hydrochloride,50mg,Tablet,Oral
54152,99269020,Acnamino MR 100mg capsules (Almus Pharmaceuticals Ltd),Minocycline hydrochloride,100mg,Modified-release capsule,Oral
59039,63746020,Minocycline 100mg tablets (Mylan),Minocycline hydrochloride,100mg,Tablet,Oral
59922,56773020,Minocycline 100mg tablets (Teva UK Ltd),Minocycline hydrochloride,100mg,Tablet,Oral
67772,70675020,Minocycline 100mg tablets (Tillomed Laboratories Ltd),Minocycline hydrochloride,100mg,Tablet,Oral
71056,5803020,Minocycline 100mg modified-release capsules (Sigma Pharmaceuticals Plc),Minocycline hydrochloride,100mg,Modified-release capsule,Oral
71095,5807020,Minocycline 50mg tablets (Phoenix Healthcare Distribution Ltd),Minocycline hydrochloride,50mg,Tablet,Oral
1013,50598020,Mysteclin Capsule (Bristol-Myers Squibb Pharmaceuticals Ltd),Tetracycline Hydrochloride/Nystatin,,Capsule,Oral
1828,50599020,Mysteclin Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd),Tetracycline Hydrochloride/Nystatin,,Tablet,Oral
2922,66966020,Tetracycline 250mg with nystatin 250000units tablets,Tetracycline Hydrochloride/Nystatin,"250mg + 250,000 Units",Tablets,Oral
25071,66967020,Tetracycline with nystatin capsules,Tetracycline Hydrochloride/Nystatin,,Capsules,Oral
268,52259020,Vibramycin 100mg capsules (Pfizer Ltd),Doxycycline hyclate,100mg,Capsule,Oral
970,62869020,Doxycycline (as hyclate) 100mg tablets,Doxycycline Hyclate,100mg,Tablets,Oral
2202,56982020,Vibramycin 50 capsules (Pfizer Ltd),Doxycycline hyclate,50mg,Capsule,Oral
2884,62867020,Doxycycline (as hyclate) 100mg dispersible tablets,Doxycycline Monohydrate,100mg,Dispersible Tablet,Oral
