DrugCode,Chapter,Description
94151990,05.01.05.00,Clarithromycin 250mg/5ml oral suspension
94152979,05.01.05.00,Erythromycin stearate 500mg tablets
94152990,05.01.05.00,Clarithromycin 125mg/5ml oral suspension
94153992,05.01.05.00,Erycen 250 mg sus
94154979,05.01.05.00,Erythromycin stearate 500mg tablets
94155979,05.01.05.00,Erythromycin stearate 250mg tablets
94159979,05.01.05.00,Erythromycin ethyl succinate 500mg tablets
94160979,05.01.05.00,Erythromycin ethyl succinate 500mg tablets
94185990,05.01.05.00,Clarithromycin 250mg tablets
94215990,05.01.05.00,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free
94216990,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
94358990,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
94371990,05.01.05.00,Clarithromycin 250mg/5ml oral suspension
94372990,05.01.05.00,Clarithromycin 125mg/5ml oral suspension
94457992,05.01.05.00,Erycen 125 mg sus
94495998,05.01.05.00,Erythromycin 125mg sprinkle capsules
94496998,05.01.05.00,Erythromycin 125mg sprinkle capsules
94504990,05.01.05.00,Clarithromycin 500mg tablets
94505990,05.01.05.00,Clarithromycin 250mg tablets
94512996,05.01.05.00,Azithromycin 500mg tablets
94512997,05.01.05.00,Azithromycin 200mg/5ml oral suspension
94512998,05.01.05.00,Azithromycin 250mg capsules
94523996,05.01.05.00,Azithromycin 500mg tablets
94523997,05.01.05.00,Azithromycin 200mg/5ml oral suspension
94523998,05.01.05.00,Azithromycin 250mg capsules
94529990,05.01.05.00,Clarithromycin 500mg tablets
94530990,05.01.05.00,Clarithromycin 250mg tablets
94530996,05.01.05.00,Clarithromycin 500mg tablets
94530997,05.01.05.00,Clarithromycin 125mg/5ml oral suspension
94530998,05.01.05.00,Clarithromycin 250mg tablets
94531996,05.01.05.00,Clarithromycin 500mg tablets
94531997,05.01.05.00,Clarithromycin 125mg/5ml oral suspension
94531998,05.01.05.00,Clarithromycin 250mg tablets
94541990,05.01.05.00,Clarithromycin 500mg tablets
94542990,05.01.05.00,Clarithromycin 250mg tablets
94550990,05.01.05.00,Clarithromycin 500mg tablets
94551990,05.01.05.00,Clarithromycin 250mg tablets
94693990,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
94694990,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
94819997,05.01.05.00,Erythromycin ethyl succinate 500mg tablets
94819998,05.01.05.00,Erythromycin 1g/sachet granules
94820996,05.01.05.00,Erythromycin ethylsuccinate 500mg sachets
94820997,05.01.05.00,Erythromycin ethyl succinate 500mg tablets
94820998,05.01.05.00,Erythromycin ethylsuccinate 1g sachets
94977992,05.01.05.00,Erymax 500 mg cap
94978992,05.01.05.00,Erymax 125 mg syr
94979992,05.01.05.00,Ermysin e/c 500 mg tab
94980992,05.01.05.00,Erythromycin 500 mg cap
94984992,05.01.05.00,Erythromycin stearate 250mg tablets
95305990,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
95920990,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
95965990,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
96175990,05.01.05.00,Erythromycin ethyl succinate 500mg/5ml oral suspension
96176990,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension
96229992,05.01.05.00,Erythromycin 100 mg syr
96230992,05.01.05.00,Erythrocin 100 mg syr
96250990,05.01.05.00,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free
96309992,05.01.05.00,Clarithromycin 500mg powder for solution for infusion vials
96352988,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
96352989,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
96352990,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
96373990,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
96374990,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension
96466992,05.01.05.00,Spiramycin 250 mg tab
96648992,05.01.05.00,Erythromycin 12 mg syr
96649992,05.01.05.00,Erythromycin i/v 300 mg inj
96721988,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
96721990,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
96781997,05.01.05.00,Erythromycin stearate 500mg tablets
96781998,05.01.05.00,Erythromycin stearate 250mg tablets
96782998,05.01.05.00,Erythromycin 1g powder for solution for infusion vials
96783996,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
96783997,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
96784996,05.01.05.00,Erythromycin ethyl succinate 500mg/5ml oral suspension
96784997,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
96784998,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension
96785996,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension
96785997,05.01.05.00,Erythromycin ethyl succinate 500mg tablets
96785998,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
97095996,05.01.05.00,Erythromycin 500mg/5ml suspension
97095997,05.01.05.00,Erythromycin 250mg/5ml suspension
97095998,05.01.05.00,Erythromycin 125mg/5ml suspension
97096998,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
97117996,05.01.05.00,Erythromycin ethyl succinate 500mg/5ml oral suspension
97117997,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension
97117998,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension
97118996,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
97118997,05.01.05.00,Erythromycin 500mg ec gastro-resistant tablets
97118998,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
97119989,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension
97119990,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension
97360998,05.01.05.00,Erythromycin 250mg/5ml suspension
97361997,05.01.05.00,Erythromycin stearate 500mg tablets
97361998,05.01.05.00,Erythromycin stearate 250mg tablets
97366992,05.01.05.00,Erythrocin 300 mg inj
97375992,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension
97377992,05.01.05.00,Erythromycin 50 mg inj
97378992,05.01.05.00,Erythrocin a 1 gm tab
97379992,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
97380992,05.01.05.00,Erythromycin stearate 250mg tablets
97381992,05.01.05.00,Erythromycin stearate 500mg tablets
97519998,05.01.05.00,Erythromycin 250mg/sachet granules
97757990,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
97759988,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension
97759989,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension
97759990,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
97932998,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
97947988,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
97947989,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
97947990,05.01.05.00,Erythromycin ethyl succinate 500mg/5ml oral suspension
98166988,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
98166989,05.01.05.00,Erythromycin ethyl succinate 500mg tablets
98166990,05.01.05.00,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free
98345989,05.01.05.00,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free
98345990,05.01.05.00,Erythromycin ethyl succinate 500mg tablets
98353988,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
98353989,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
98353990,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
98557988,05.01.05.00,Erythromycin ethyl succinate 500mg/5ml oral suspension
98557990,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension
98558990,05.01.05.00,Erythromycin ethyl succinate 500mg tablets
98559988,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
98559989,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension
98559990,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension
98751996,05.01.05.00,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free
98751997,05.01.05.00,Erythromycin 500mg/sachet granules
98751998,05.01.05.00,Erythromycin 500mg/5ml suspension
98752998,05.01.05.00,Erythromycin 500mg gastro-resistant tablets
98753998,05.01.05.00,Erythromycin 1g powder for solution for infusion vials
98754998,05.01.05.00,Erythromycin stearate 500mg tablets
98846998,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension
99103996,05.01.05.00,Erythromycin 500mg gastro-resistant tablets
99103997,05.01.05.00,Erythromycin 250mg gastro-resistant tablets
99103998,05.01.05.00,Erythromycin 125mg/5ml suspension
99210990,05.01.05.00,Erythromycin ethyl succinate 500mg tablets
99433990,05.01.05.00,Erythromycin ethyl succinate 500mg tablets
99434990,05.01.05.00,Erythromycin ethyl succinate 500mg tablets
99435989,05.01.05.00,Erythromycin ethyl succinate 500mg tablets
99435990,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
99540998,05.01.05.00,Erythromycin stearate 250mg tablets
99541998,05.01.05.00,Erythromycin 250mg/5ml suspension
99542996,05.01.05.00,Erythromycin 125mg/5ml suspension
99542997,05.01.05.00,Erythromycin 500mg tablets
99542998,05.01.05.00,Erythromycin 250mg capsules
99604988,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
99604989,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension
99604990,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension
99606988,05.01.05.00,Erythromycin ethyl succinate 500mg/5ml oral suspension
99607988,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
99607990,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension
99679996,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
99679997,05.01.05.00,Erythromycin 125mg/sachet granules
99679998,05.01.05.00,Erythromycin 125mg/5ml suspension
99680996,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
99680997,05.01.05.00,Erythromycin 250mg/sachet granules
99680998,05.01.05.00,Erythromycin 250mg/5ml suspension
99681998,05.01.05.00,Erythromycin 250mg gastro-resistant tablets
99682998,05.01.05.00,Erythromycin stearate 250mg tablets
99683997,05.01.05.00,Erythromycin 500mg gastro-resistant tablets
99683998,05.01.05.00,Erythromycin 250mg gastro-resistant tablets
80602979,05.01.06.00,Clindamycin 75mg/5ml oral suspension
85035998,05.01.06.00,Clindamycin oral liquid
85340998,05.01.06.00,Clindamycin 600mg/4ml solution for injection ampoules
85341998,05.01.06.00,Clindamycin 300mg/2ml solution for injection ampoules
88708998,05.01.06.00,Clindamycin 600mg/4ml solution for injection ampoules
90220979,05.01.06.00,Clindamycin 75mg/5ml oral solution
94050979,05.01.06.00,Clindamycin 150mg capsules
95331990,05.01.06.00,Clindamycin 150mg capsules
95558990,05.01.06.00,Clindamycin 150mg capsules
96009996,05.01.06.00,Lincomycin 600mg/2ml injection
96009998,05.01.06.00,Lincomycin 500mg capsules
96010996,05.01.06.00,Lincomycin hcl 300mg/ml injection
96010997,05.01.06.00,Lincomycin hcl 250mg/5ml oral solution
96010998,05.01.06.00,Lincomycin hcl 500mg capsule
96654998,05.01.06.00,Clindamycin 600mg/4ml solution for injection ampoules
96655996,05.01.06.00,Clindamycin hcl 75mg/5ml granules for suspension
96655997,05.01.06.00,Clindamycin 150mg capsules
96655998,05.01.06.00,Clindamycin 75mg capsules
97924998,05.01.06.00,Clindamycin 600mg/4ml solution for injection ampoules
97925996,05.01.06.00,Clindamycin 75mg/5ml paediatric suspension
97925997,05.01.06.00,Clindamycin 150mg capsules
97925998,05.01.06.00,Clindamycin 75mg capsules
78597978,05.01.07.00,Vancomycin 500mg powder for solution for infusion vials
83390978,05.01.07.00,"Colistimethate 1,662,500unit inhalation powder capsules"
83391978,05.01.07.00,"Colistimethate 1,662,500unit inhalation powder capsules"
85293998,05.01.07.00,Daptomycin 500mg powder for solution for infusion vials
85938998,05.01.07.00,Vancomycin 500mg powder for solution for infusion vials
86166998,05.01.07.00,Daptomycin 350mg powder for solution for infusion vials
86167998,05.01.07.00,Daptomycin 350mg powder for solution for infusion vials
86181998,05.01.07.00,Vancomycin 125mg capsules
89354998,05.01.07.00,Colistimethate 1million unit powder for nebuliser solution unit dose vials
91648998,05.01.07.00,Colistimethate 1million unit powder for nebuliser solution unit dose vials
91882998,05.01.07.00,Colistimethate 2million unit powder for solution for injection vials
91885998,05.01.07.00,Colistimethate 2million unit powder for solution for injection vials
91886998,05.01.07.00,Colistimethate 1million unit powder for solution for injection vials
92167998,05.01.07.00,Colistimethate 1million unit powder for solution for injection vials
93260998,05.01.07.00,Vancomycin 500mg powder for solution for infusion vials
93603997,05.01.07.00,Teicoplanin 400mg powder and solvent for solution for injection vials
93603998,05.01.07.00,Teicoplanin 200mg powder and solvent for solution for injection vials
93604997,05.01.07.00,Teicoplanin 400mg powder and solvent for solution for injection vials
93604998,05.01.07.00,Teicoplanin 200mg powder and solvent for solution for injection vials
94790992,05.01.07.00,Chloramphenicol pow
94806992,05.01.07.00,Chloramphenicol powder
95263998,05.01.07.00,Spectinomycin 2g powder and solvent for suspension for injection vials
95291998,05.01.07.00,Sodium fusidate 250mg tablets
95575990,05.01.07.00,Vancomycin 125mg capsules
95632997,05.01.07.00,Vancomycin 250mg capsules
95632998,05.01.07.00,Vancomycin 125mg capsules
95633996,05.01.07.00,Vancomycin 500mg powder for solution for infusion vials
95633998,05.01.07.00,Vancomycin 500mg powder for solution for infusion vials
95634997,05.01.07.00,Vancomycin 250mg capsules
95634998,05.01.07.00,Vancomycin 125mg capsules
95773992,05.01.07.00,Vancomycin oral 10 gm sol
96153992,05.01.07.00,Chloramphenicol 125mg/5ml suspension
96256992,05.01.07.00,Fucidin 500 mg tab
96466998,05.01.07.00,Fusidic acid 250mg/5ml oral suspension
96469998,05.01.07.00,Sodium fusidate 250mg tablets
96612997,05.01.07.00,Colistimethate sodium 500ku injection (powder for reconstitution)
96612998,05.01.07.00,Colistimethate 1million unit powder for solution for injection vials
96613997,05.01.07.00,Colistin sulfate 250ku/5ml syrup
96613998,05.01.07.00,Colistin 1.5million unit tablets
96614997,05.01.07.00,Colistimethate 1million unit powder for solution for injection vials
96614998,05.01.07.00,"Colistimethate 500,000unit powder for solution for injection vials"
96615997,05.01.07.00,"Colistin 250,000units/5ml oral solution"
96615998,05.01.07.00,Colistin 1.5million unit tablets
96729998,05.01.07.00,Sodium fusidate 500mg powder and solvent for solution for infusion vials
96737989,05.01.07.00,Vancomycin 500mg powder for solution for infusion vials
96768992,05.01.07.00,Sodium fusidate 500 mg tab
96769992,05.01.07.00,Sodium fusidate 250 mg cap
96810998,05.01.07.00,Chloramphenicol 1g powder for solution for injection vials
96811998,05.01.07.00,Chloramphenicol 1.2g injection (powder for reconstitution)
96812996,05.01.07.00,Chloramphenicol 300mg injection (powder for reconstitution)
96812997,05.01.07.00,Chloramphenicol 125mg/5ml suspension
96812998,05.01.07.00,Chloramphenicol 250mg capsules
96815996,05.01.07.00,Chloramphenicol 1g powder for solution for injection vials
96815998,05.01.07.00,Chloramphenicol 1.2g/vial sterile powder
96816996,05.01.07.00,Chloramphenicol 300mg/vial sterile powder
96816997,05.01.07.00,Chloramphenicol 125mg/ml oral suspension
96816998,05.01.07.00,Chloramphenicol 250mg capsules
97490992,05.01.07.00,Fucidin ec 500 mg tab
97491992,05.01.07.00,Fucidin pow
97842989,05.01.07.00,Vancomycin 250mg capsules
97842990,05.01.07.00,Vancomycin 125mg capsules
97919990,05.01.07.00,Vancomycin 500mg powder for solution for infusion vials
98086992,05.01.07.00,Sodium fusidate pow
98828998,05.01.07.00,Sodium fusidate 500mg powder and solvent for solution for infusion vials
98829998,05.01.07.00,Fusidic acid 250mg/5ml oral suspension
99251988,05.01.07.00,Chloramphenicol 250mg capsules
99619998,05.01.07.00,Sodium fusidate 250mg tablets
58131979,05.01.07.00,Fidaxomicin 200mg tablets
52326979,05.01.07.00,Rifaximin 550mg tablets
58548979,05.01.07.00,Rifaximin 550mg tablets
81244998,05.01.07.00,Rifaximin 200mg tablets
82529998,05.01.07.00,Rifaximin 200mg tablets
72784978,05.01.07.00,Fosfomycin 2g powder for solution for infusion vials
83611978,05.01.07.00,Fosfomycin 4g powder for solution for infusion vials
52543979,05.01.08.00,Trimethoprim 100mg tablets
70287978,05.01.08.00,Co-trimoxazole 160mg/800mg tablets
81876998,05.01.08.00,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free
81877998,05.01.08.00,Co-trimoxazole 80mg/400mg tablets
84563998,05.01.08.00,Trimethoprim 50mg/5ml oral suspension sugar free
87034998,05.01.08.00,Trimethoprim with sulfamethoxazole 160mg + 800mg/10ml concentrate for solution for infusion
87036998,05.01.08.00,Co-trimoxazole 80mg/400mg/5ml solution for infusion ampoules
87038998,05.01.08.00,Co-trimoxazole 160mg/800mg/10ml solution for infusion ampoules
87039998,05.01.08.00,Co-trimoxazole 80mg/400mg/5ml solution for infusion ampoules
87689998,05.01.08.00,Co-trimoxazole 80mg/400mg/5ml solution for infusion ampoules
87690998,05.01.08.00,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free
87691998,05.01.08.00,Co-trimoxazole 160mg/800mg tablets
87693998,05.01.08.00,Co-trimoxazole 80mg/400mg/5ml solution for infusion ampoules
87694998,05.01.08.00,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free
87695998,05.01.08.00,Co-trimoxazole 160mg/800mg tablets
87696998,05.01.08.00,Co-trimoxazole 80mg/400mg tablets
91725990,05.01.08.00,Trimethoprim 50mg/5ml oral suspension sugar free
92368990,05.01.08.00,Trimethoprim 50mg/5ml oral suspension sugar free
92552990,05.01.08.00,Co-trimoxazole 80mg/400mg tablets
92759990,05.01.08.00,Trimethoprim 50mg/5ml oral suspension sugar free
92940998,05.01.08.00,Trimethoprim 200mg tablets
93865990,05.01.08.00,Trimethoprim 200mg tablets
93957998,05.01.08.00,Co-trimoxazole 480mg tablets
93982992,05.01.08.00,Sulphamethazine mix
93989979,05.01.08.00,Trimethoprim 50mg/5ml oral suspension sugar free
93990979,05.01.08.00,Trimethoprim 50mg/5ml oral suspension sugar free
93991979,05.01.08.00,Trimethoprim 50mg/5ml oral suspension sugar free
93992979,05.01.08.00,Trimethoprim 200mg tablets
94000979,05.01.08.00,Trimethoprim 100mg tablets
94079992,05.01.08.00,Bactrim paed 120 mg tab
94119992,05.01.08.00,Co-trimoxazole 800 mg tab
94378992,05.01.08.00,Trimethoprim 100 mg cap
94404990,05.01.08.00,Trimethoprim 200mg tablets
94553992,05.01.08.00,Trimethoprim 100mg/5ml injection
94817998,05.01.08.00,Sulfadimidine 500mg/5ml paediatric mixture
94842992,05.01.08.00,Co-trimoxazole 80 mg syr
94844992,05.01.08.00,Co-trimoxazole 200 mg sus
94849992,05.01.08.00,Co-trimoxazole 100 mg tab
94850992,05.01.08.00,Co-trimoxazole paed 200 mg syr
94850996,05.01.08.00,Trimethoprim 100mg/5ml solution for injection ampoules
94850997,05.01.08.00,Trimethoprim 50mg/5ml oral suspension sugar free
94850998,05.01.08.00,Trimethoprim 300mg tablet
94851992,05.01.08.00,Co-trimoxazole 80mg/400mg tablets
94851997,05.01.08.00,Trimethoprim 200mg tablets
94851998,05.01.08.00,Trimethoprim 100mg tablets
94852998,05.01.08.00,Sulfadiazine 500mg tablets
94863998,05.01.08.00,Co-trimoxazole 80mg/400mg tablets
95043992,05.01.08.00,Sulfafurazole 500mg tablets
95044992,05.01.08.00,Sulfafurazole 500mg/5ml syrup
95067990,05.01.08.00,Trimethoprim 200mg tablets
95068990,05.01.08.00,Trimethoprim 100mg tablets
95108997,05.01.08.00,Trimethoprim 200mg tablets
95108998,05.01.08.00,Trimethoprim 100mg tablets
95185992,05.01.08.00,Kelfizine w 2 gm syr
95211992,05.01.08.00,Lederkyn 500 mg tab
95233998,05.01.08.00,Sulfametopyrazine 2g tablet
95235997,05.01.08.00,Sulphafurazole 500mg/5ml oral solution
95235998,05.01.08.00,Sulphafurazole 500mg tablet
95237998,05.01.08.00,Sulphadimethoxine 500mg tablet
95349998,05.01.08.00,Co-trimoxazole 80mg/400mg/5ml solution for infusion ampoules
95350998,05.01.08.00,Co-trimoxazole (trimethoprim with sulfamethoxazole) 320mg/ml im injection
95351998,05.01.08.00,Co-trimoxazole 16mg with 80mg/ml concentrate solution for infusion
95352998,05.01.08.00,Co-trimoxazole (trimethoprim with sulfamethoxazole) 320mg/ml im injection
95353998,05.01.08.00,Co-trimoxazole 80mg/400mg/5ml solution for infusion ampoules
95354998,05.01.08.00,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free
95561998,05.01.08.00,Sulfacarbamide 500mg tablets
95590990,05.01.08.00,Trimethoprim 200mg tablets
95591990,05.01.08.00,Trimethoprim 100mg tablets
95716992,05.01.08.00,Urolucosil 100 mg tab
95729990,05.01.08.00,Trimethoprim 50mg/5ml oral suspension sugar free
96083992,05.01.08.00,Sulphadimidine 250 mg tab
96169992,05.01.08.00,Co-trimoxazole 960mg tablets
96471992,05.01.08.00,Sulphamezathine .5 gm tab
96472992,05.01.08.00,Sulphamethizole 100 mg syr
96474992,05.01.08.00,Sulphapyridine 500 mg tab
96618992,05.01.08.00,Co-trifamole 480 mg tab
96749990,05.01.08.00,Co-trimoxazole 16mg with 80mg/ml concentrate solution for infusion
96776992,05.01.08.00,Sulphaphenazole 500 mg syr
96895998,05.01.08.00,Calcium sulphaloxate 500mg tablets
97006998,05.01.08.00,Sulfadimidine 500mg tablet
97123989,05.01.08.00,Co-trimoxazole 80mg/400mg/5ml solution for infusion ampoules
97123990,05.01.08.00,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free
97168992,05.01.08.00,Co-trimoxazole 80mg/400mg tablets
97169992,05.01.08.00,Co-trimoxazole 96 mg inj
97170992,05.01.08.00,Co-trimazine 500 mg tab
97171992,05.01.08.00,Co-trimazine 250 mg syr
97176992,05.01.08.00,Co-trimoxazole paed 120 mg tab
97187998,05.01.08.00,Co-trimoxazole 240mg/5ml paediatric suspension
97191992,05.01.08.00,Co-trimoxazole 240mg/5ml paediatric suspension
97198997,05.01.08.00,Co-trimoxazole (trimethoprim and sulfamethoxazole) 40mg+200mg paediatric tablets
97198998,05.01.08.00,Co-trimoxazole (trimethoprim and sulfamethoxazole) 20mg+100mg paediatric tablets
97199998,05.01.08.00,Co-trimoxazole (trimethoprim and sulfamethoxazole) 160mg+800mg dispersible tablets
97200996,05.01.08.00,Co-trimoxazole 160mg/800mg tablets
97200997,05.01.08.00,Co-trimoxazole (trimethoprim and sulfamethoxazole) 80mg+400mg dispersible tablets
97200998,05.01.08.00,Co-trimoxazole 80mg/400mg tablets
97351998,05.01.08.00,Co-trimoxazole 240mg/5ml paediatric suspension
97352998,05.01.08.00,Co-trimoxazole 80mg/400mg/5ml oral suspension
97561992,05.01.08.00,Co-trimoxazole 80mg/400mg tablets
97712989,05.01.08.00,Trimethoprim 200mg tablets
97712990,05.01.08.00,Trimethoprim 100mg tablets
98134992,05.01.08.00,Succinylsulphathiazole 500 mg tab
98140992,05.01.08.00,Sulfasuxidine 3.5 mg sup
98141992,05.01.08.00,Sulphapyridine 2 mg tab
98142992,05.01.08.00,Sulphaphenazole 500 mg tab
98143992,05.01.08.00,Sulphamethoxypyridazine 500 mg tab
98144992,05.01.08.00,Sulphadimidine 1 gm tab
98146992,05.01.08.00,Sulphacetamide syr
98150992,05.01.08.00,Sulphatriad .5 gm tab
98151992,05.01.08.00,Sulphathiazole 500 mg tab
98182989,05.01.08.00,Co-trimoxazole (trimethoprim and sulfamethoxazole) 80mg+400mg dispersible tablets
98182990,05.01.08.00,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free
98365998,05.01.08.00,Trimethoprim 50mg/5ml oral suspension sugar free
98379992,05.01.08.00,Urolucosil 500 mg tab
98387990,05.01.08.00,Trimethoprim 200mg tablets
98398989,05.01.08.00,Trimethoprim 200mg tablets
98399989,05.01.08.00,Trimethoprim 200mg tablets
98399990,05.01.08.00,Trimethoprim 100mg tablets
98519997,05.01.08.00,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free
98519998,05.01.08.00,Co-trimoxazole (trimethoprim and sulfamethoxazole) 20mg+100mg paediatric tablets
98521998,05.01.08.00,Co-trimoxazole 480mg tablets
98522998,05.01.08.00,Co-trimoxazole 960mg tablets
98523998,05.01.08.00,Co-trimoxazole 80mg/400mg/5ml oral suspension
98611997,05.01.08.00,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free
98611998,05.01.08.00,Co-trimoxazole (trimethoprim and sulfamethoxazole) 20mg+100mg paediatric tablets
98612998,05.01.08.00,Co-trimoxazole 80mg/400mg/5ml oral suspension
98613998,05.01.08.00,Co-trimoxazole 160mg/800mg tablets
98669988,05.01.08.00,Trimethoprim 50mg/5ml oral suspension sugar free
98669989,05.01.08.00,Trimethoprim 100mg tablets
98669990,05.01.08.00,Trimethoprim 200mg tablets
98925990,05.01.08.00,Sulfadiazine 500mg tablets
99025996,05.01.08.00,Trimethoprim 50mg/5ml sugar free suspension
99025997,05.01.08.00,Trimethoprim 200mg tablets
99025998,05.01.08.00,Trimethoprim 100mg tablets
99052998,05.01.08.00,Phthalylsulfathiazole 500mg tablets
99080997,05.01.08.00,Trimethoprim 300mg tablets
99080998,05.01.08.00,Trimethoprim 100mg tablets
99096998,05.01.08.00,Sulfadimidine 1g/3ml injection
99143997,05.01.08.00,Co-trimoxazole 480mg dispersible tablets
99143998,05.01.08.00,Co-trimoxazole 80mg/400mg tablets
99243990,05.01.08.00,Co-trimoxazole 80mg/400mg tablets
99340989,05.01.08.00,Trimethoprim 200mg tablets
99340990,05.01.08.00,Trimethoprim 100mg tablets
99341989,05.01.08.00,Trimethoprim 200mg tablets
99342989,05.01.08.00,Trimethoprim 200mg tablets
99342990,05.01.08.00,Trimethoprim 100mg tablets
99399998,05.01.08.00,Trimethoprim 100mg/5ml injection
99400996,05.01.08.00,Trimethoprim 50mg/5ml oral suspension sugar free
99400997,05.01.08.00,Trimethoprim 200mg tablets
99400998,05.01.08.00,Trimethoprim 100mg tablets
99515998,05.01.08.00,Sulfametopyrazine 2g tablets
99527997,05.01.08.00,Trimethoprim 200mg tablets
99527998,05.01.08.00,Trimethoprim 100mg tablets
99659989,05.01.08.00,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free
99659990,05.01.08.00,Co-trimoxazole 80mg/400mg tablets
99660989,05.01.08.00,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free
99661988,05.01.08.00,Co-trimoxazole 160mg/800mg tablets
99661989,05.01.08.00,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free
99749992,05.01.08.00,Co-trimoxazole 480mg tablets
99919998,05.01.08.00,Co-trimoxazole 480mg dispersible tablets
52994979,05.01.09.00,Generic Voractiv tablets
65217979,05.01.09.00,Rifampicin 100mg/5ml oral suspension
73305978,05.01.09.00,Bedaquiline 100mg tablets
79820979,05.01.09.00,Isoniazid 50mg/5ml oral solution
79822979,05.01.09.00,Isoniazid 50mg/5ml oral solution
86472998,05.01.09.00,Rifampicin 150mg capsules
86674998,05.01.09.00,Rifampicin 300mg capsules
86740998,05.01.09.00,Pyrazinamide 500mg tablets
92877998,05.01.09.00,Rifabutin 150mg capsules
92878998,05.01.09.00,Rifabutin 150mg capsules
93305992,05.01.09.00,Isoniazid 150 mg tab
93406992,05.01.09.00,Pyrazinamide 50 mg tab
